name,transfers_balance,opponent_team,own_goals,bonus,total_points,clean_sheets,goals_conceded,kickoff_time,red_cards,expected_goals_conceded,team_a_score,influence,saves,assists,transfers_in,xP,expected_assists,creativity,starts,value,selected,element,goals_scored,was_home,bps,minutes,penalties_missed,yellow_cards,team,fixture,expected_goals,expected_goal_involvements,transfers_out,round,threat,position,ict_index,team_h_score,penalties_saved,web_name
Marcus Tavernier,2055,West Ham,0,0,2,0,4,2023-04-23T13:00:00Z,0,2.34,4,17.6,0,0,2543,2.1,0.15,25.6,1,47,23473,535,0,True,15,90,0,0,Bournemouth,312,0.02,0.17,488,32,4.0,MID,4.7,0,0,Tavernier
James Hill,-13,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,44,3807,539,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,13,32,0.0,DEF,0.0,0,0,Hill
Darren Randolph,-8,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,92,-0.5,0.0,0.0,0,40,16230,571,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,100,32,0.0,GK,0.0,0,0,Randolph
Norberto Murara Neto,6626,West Ham,0,0,2,0,4,2023-04-23T13:00:00Z,0,2.34,4,34.0,6,0,8441,2.9,0.0,0.0,1,45,69317,574,0,True,21,90,0,0,Bournemouth,312,0.0,0.0,1815,32,0.0,GK,3.4,0,0,Neto
Marcos Senesi,-885,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,702,0.5,0.0,0.0,0,44,28444,576,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,1587,32,0.0,DEF,0.0,0,0,Senesi
Christian Saydee,-2,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,45,2023,597,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,2,32,0.0,FWD,0.0,0,0,Saydee
Owen Bevan,-11,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,0,0.0,0.0,0.0,0,40,3574,598,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,11,32,0.0,DEF,0.0,0,0,Bevan
Cameron Plain,-32,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,31,-0.5,0.0,0.0,0,40,1845,649,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,63,32,0.0,GK,0.0,0,0,Plain
Daniel Adu-Adjei,8,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,131,-0.5,0.0,0.0,0,45,1750,695,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,123,32,0.0,FWD,0.0,0,0,Adu-Adjei
Michael Dacosta Gonzalez,22,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,46,-0.5,0.0,0.0,0,44,313,696,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,24,32,0.0,MID,0.0,0,0,Dacosta Gonzalez
Dominic Sadi,-16,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,133,-0.5,0.0,0.0,0,45,1916,697,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,149,32,0.0,FWD,0.0,0,0,Sadi
Dango Ouattara,1099,West Ham,0,0,1,0,1,2023-04-23T13:00:00Z,0,1.1,4,4.6,0,0,1416,2.1,0.01,20.8,0,50,5940,705,0,True,6,29,0,0,Bournemouth,312,0.09,0.1,317,32,11.0,MID,3.6,0,0,Ouattara
Euan Pollock,-41,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,110,-0.5,0.0,0.0,0,45,1497,706,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,151,32,0.0,FWD,0.0,0,0,Pollock
Antoine Semenyo,-64,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,155,0.1,0.0,0.0,0,50,2454,714,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,219,32,0.0,FWD,0.0,0,0,Semenyo
Matías Viña,1386,West Ham,0,0,1,0,1,2023-04-23T13:00:00Z,0,1.1,4,5.6,0,0,1724,0.8,0.03,1.2,0,45,2757,718,0,True,5,29,0,0,Bournemouth,312,0.0,0.03,338,32,2.0,DEF,0.9,0,0,Viña
Illia Zabarnyi,50,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,85,-0.3,0.0,0.0,0,45,610,722,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,35,32,0.0,DEF,0.0,0,0,Zabarnyi
Hamed Traorè,-111,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,9,0.0,0.0,0.0,0,45,744,723,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,120,32,0.0,MID,0.0,0,0,H.Traorè
Ben Greenwood,122,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,248,-0.5,0.0,0.0,0,40,2739,737,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,126,32,0.0,DEF,0.0,0,0,Greenwood
Max Kinsey-Wellings,21,West Ham,0,0,0,0,0,2023-04-23T13:00:00Z,0,0.0,4,0.0,0,0,62,-0.5,0.0,0.0,0,40,1092,738,0,True,0,0,0,0,Bournemouth,312,0.0,0.0,41,32,0.0,DEF,0.0,0,0,Kinsey-Wellings
Pontus Jansson,-950,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,39,0.0,0.0,0.0,0,42,37751,78,0,True,0,0,0,0,Brentford,313,0.0,0.0,989,32,0.0,DEF,0.0,1,0,Jansson
Christian Nørgaard,-645,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.28,1,5.4,0,0,771,1.4,0.01,0.5,1,53,26915,79,0,True,0,45,0,1,Brentford,313,0.0,0.01,1416,32,0.0,MID,0.6,1,0,Nørgaard
Ivan Toney,-125040,Aston Villa,0,3,9,0,1,2023-04-22T14:00:00Z,0,1.91,1,39.0,0,0,76663,5.2,0.39,36.3,1,77,4014848,80,1,True,33,90,0,0,Brentford,313,0.4,0.79,201703,32,43.0,FWD,11.8,1,0,Toney
David Raya Martin,14773,Aston Villa,0,0,2,0,1,2023-04-22T14:00:00Z,0,1.91,1,6.6,1,0,39859,3.0,0.0,0.0,1,49,1756146,81,0,True,9,90,0,0,Brentford,313,0.0,0.0,25086,32,0.0,GK,0.7,1,0,Raya
Sergi Canós Tenés,-91,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,50,8605,82,0,True,0,0,0,0,Brentford,313,0.0,0.0,91,32,0.0,DEF,0.0,1,0,Canós
Josh Dasilva,1024,Aston Villa,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.27,1,1.0,0,0,9677,1.4,0.0,0.3,0,41,408523,83,0,True,4,1,0,0,Brentford,313,0.0,0.0,8653,32,2.0,MID,0.3,1,0,Dasilva
Kristoffer Ajer,-191,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,50,0.0,0.0,0.0,0,45,9310,84,0,True,0,0,0,0,Brentford,313,0.0,0.0,241,32,0.0,DEF,0.0,1,0,Ajer
Rico Henry,-5544,Aston Villa,0,0,2,0,1,2023-04-22T14:00:00Z,0,1.91,1,5.4,0,0,8335,2.2,0.01,1.6,1,46,356120,85,0,True,9,90,0,0,Brentford,313,0.04,0.05,13879,32,2.0,DEF,0.9,1,0,Henry
Vitaly Janelt,205,Aston Villa,0,0,2,1,0,2023-04-22T14:00:00Z,0,0.65,1,0.4,0,0,404,0.8,0.03,1.8,1,55,14126,86,0,True,2,75,0,1,Brentford,313,0.0,0.03,199,32,2.0,MID,0.4,1,0,Janelt
Saman Ghoddos,12,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,36,0.4,0.0,0.0,0,48,2713,87,0,True,0,0,0,0,Brentford,313,0.0,0.0,24,32,0.0,MID,0.0,1,0,Ghoddos
Mathias Jensen,-2198,Aston Villa,0,0,2,0,1,2023-04-22T14:00:00Z,0,1.65,1,13.6,0,0,14875,2.4,0.04,15.9,1,48,306690,88,0,True,6,90,0,0,Brentford,313,0.09,0.13,17073,32,8.0,MID,3.8,1,0,Jensen
Yoane Wissa,-665,Aston Villa,0,0,1,0,1,2023-04-22T14:00:00Z,0,1.27,1,0.0,0,0,649,1.0,0.0,0.3,0,53,25591,89,0,True,1,13,0,0,Brentford,313,0.0,0.0,1314,32,0.0,MID,0.0,1,0,Wissa
Mads Roerslev Rasmussen,-42,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,76,0.4,0.0,0.0,0,43,7129,90,0,True,0,0,0,0,Brentford,313,0.0,0.0,118,32,0.0,DEF,0.0,1,0,Roerslev
Mads Bech Sørensen,0,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,3411,91,0,True,0,0,0,0,Brentford,313,0.0,0.0,0,32,0.0,DEF,0.0,1,0,Bech
Ethan Pinnock,-1446,Aston Villa,0,0,2,0,1,2023-04-22T14:00:00Z,0,1.91,1,21.6,0,0,3959,2.6,0.08,20.9,1,44,118183,92,0,True,13,90,0,0,Brentford,313,0.0,0.08,5405,32,4.0,DEF,4.7,1,0,Pinnock
Frank Onyeka,3,Aston Villa,0,0,1,0,1,2023-04-22T14:00:00Z,0,1.63,1,4.2,0,0,21,0.2,0.0,0.5,0,48,3430,93,0,True,-2,45,0,0,Brentford,313,0.5,0.5,18,32,21.0,MID,2.6,1,0,Onyeka
Shandon Baptiste,74,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,205,0.6,0.0,0.0,0,45,19092,94,0,True,0,0,0,0,Brentford,313,0.0,0.0,131,32,0.0,MID,0.0,1,0,Baptiste
Bryan Mbeumo,-17817,Aston Villa,0,2,7,0,1,2023-04-22T14:00:00Z,0,1.91,1,41.0,0,1,11907,4.2,0.35,54.3,1,58,393957,95,0,True,26,90,0,0,Brentford,313,0.62,0.97,29724,32,30.0,FWD,12.5,1,0,Mbeumo
Charlie Goode,-401,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,39,47500,96,0,True,0,0,0,0,Brentford,313,0.0,0.0,401,32,0.0,DEF,0.0,1,0,Goode
Marcus Forss,-19,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,4842,97,0,True,0,0,0,0,Brentford,313,0.0,0.0,19,32,0.0,FWD,0.0,1,0,Forss
Dominic Thompson,-5,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,1746,98,0,True,0,0,0,0,Brentford,313,0.0,0.0,5,32,0.0,DEF,0.0,1,0,Thompson
Mads Bidstrup,0,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,95,99,0,True,0,0,0,0,Brentford,313,0.0,0.0,0,32,0.0,MID,0.0,1,0,Bidstrup
Ellery Balcombe,-19,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,5706,100,0,True,0,0,0,0,Brentford,313,0.0,0.0,19,32,0.0,GK,0.0,1,0,Balcombe
Aaron Hickey,747,Aston Villa,0,0,2,0,1,2023-04-22T14:00:00Z,0,1.91,1,4.8,0,0,1786,1.0,0.0,0.8,1,49,38276,510,0,True,6,90,0,0,Brentford,313,0.12,0.12,1039,32,9.0,DEF,1.5,1,0,Hickey
Keane Lewis-Potter,-5,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,33,0.0,0.0,0.0,0,52,5224,515,0,True,0,0,0,0,Brentford,313,0.0,0.0,38,32,0.0,MID,0.0,1,0,Lewis-Potter
Thomas Strakosha,30,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,88,0.0,0.0,0.0,0,43,13517,517,0,True,0,0,0,0,Brentford,313,0.0,0.0,58,32,0.0,GK,0.0,1,0,Strakosha
Ben Mee,-25835,Aston Villa,0,0,2,0,1,2023-04-22T14:00:00Z,0,1.91,1,23.0,0,0,49832,1.4,0.0,1.0,1,51,2104413,526,0,True,17,90,0,0,Brentford,313,0.0,0.0,75667,32,0.0,DEF,2.4,1,0,Mee
Fin Stevens,-29,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,40,13870,540,0,True,0,0,0,0,Brentford,313,0.0,0.0,29,32,0.0,DEF,0.0,1,0,Stevens
Halil Dervişoğlu,-202,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,0,0.0,0.0,0.0,0,45,57597,541,0,True,0,0,0,0,Brentford,313,0.0,0.0,202,32,0.0,FWD,0.0,1,0,Dervişoğlu
Mikkel Damsgaard,4,Aston Villa,0,0,1,0,1,2023-04-22T14:00:00Z,0,1.27,1,1.2,0,0,113,1.0,0.0,0.0,0,50,7607,580,0,True,3,14,0,0,Brentford,313,0.0,0.0,109,32,0.0,MID,0.1,1,0,Damsgaard
Mathias Jorgensen,-801,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,687,0.2,0.0,0.0,0,39,84947,595,0,True,0,0,0,0,Brentford,313,0.0,0.0,1488,32,0.0,DEF,0.0,1,0,Zanka
Ryan Trevitt,20,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,44,0.0,0.0,0.0,0,44,923,632,0,True,0,0,0,0,Brentford,313,0.0,0.0,24,32,0.0,MID,0.0,1,0,Trevitt
Matthew Cox,70,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,157,0.0,0.0,0.0,0,39,4848,633,0,True,0,0,0,0,Brentford,313,0.0,0.0,87,32,0.0,GK,0.0,1,0,Cox
Tristan Crama,47,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,113,0.0,0.0,0.0,0,40,3435,646,0,True,0,0,0,0,Brentford,313,0.0,0.0,66,32,0.0,DEF,0.0,1,0,Crama
Yegor Yarmolyuk,-2,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,32,0.0,0.0,0.0,0,45,674,650,0,True,0,0,0,0,Brentford,313,0.0,0.0,34,32,0.0,MID,0.0,1,0,Yarmolyuk
Kevin Schade,47,Aston Villa,0,0,2,1,0,2023-04-22T14:00:00Z,0,0.65,1,4.6,0,0,100,1.4,0.03,12.5,1,49,740,688,0,True,-1,76,0,1,Brentford,313,0.97,1.0,53,32,28.0,MID,4.5,1,0,Schade
Michael Olakigbe,15,Aston Villa,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,1,0.0,0,0,19,0.0,0.0,0.0,0,45,64,752,0,True,0,0,0,0,Brentford,313,0.0,0.0,4,32,0.0,MID,0.0,1,0,Olakigbe
Albert Sambi Lokonga,-13,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,127,0.2,0.0,0.0,0,43,24562,18,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,140,32,0.0,MID,0.0,0,0,Sambi
Vicente Guaita,-9592,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,391,0.0,0.0,0.0,0,44,176056,152,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,9983,32,0.0,GK,0.0,0,0,Guaita
James Tomkins,-815,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,920,0.2,0.0,0.0,0,39,106594,153,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,1735,32,0.0,DEF,0.0,0,0,Tomkins
James McArthur,15,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,28,0.2,0.0,0.0,0,48,721,154,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,13,32,0.0,MID,0.0,0,0,McArthur
Christian Benteke,-19,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,55,14984,155,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,19,32,0.0,FWD,0.0,0,0,Benteke
Joel Ward,2465,Everton,0,1,7,1,0,2023-04-22T14:00:00Z,0,0.42,0,20.4,0,0,2843,4.0,0.07,17.4,1,44,30055,156,0,True,28,90,0,0,Crystal Palace,315,0.0,0.07,378,32,0.0,DEF,3.8,0,0,Ward
Nathaniel Clyne,-1033,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,32,0.0,0.0,0.0,0,45,16440,157,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,1065,32,0.0,DEF,0.0,0,0,Clyne
Luka Milivojevic,81,Everton,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.0,0,1.0,0,0,403,0.8,0.02,0.9,0,42,35930,158,0,True,3,12,0,0,Crystal Palace,315,0.06,0.08,322,32,2.0,MID,0.4,0,0,Milivojevic
Jordan Ayew,8333,Everton,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.42,0,10.8,0,0,12214,6.0,0.13,22.3,1,52,63937,159,0,True,12,90,0,0,Crystal Palace,315,0.13,0.26,3881,32,20.0,MID,5.3,0,0,J.Ayew
Wilfried Zaha,-8683,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,197,0.0,0.0,0.0,0,72,775811,160,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,8880,32,0.0,MID,0.0,0,0,Zaha
Jeffrey Schlupp,874,Everton,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.42,0,3.4,0,0,1460,3.2,0.0,11.6,1,47,15898,161,0,True,5,70,0,0,Crystal Palace,315,0.0,0.0,586,32,2.0,MID,1.7,0,0,Schlupp
Will Hughes,10,Everton,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.0,0,1.0,0,0,36,1.8,0.02,1.2,0,48,3089,163,0,True,3,19,0,0,Crystal Palace,315,0.0,0.02,26,32,2.0,MID,0.4,0,0,Hughes
Jairo Riedewald,-1,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,77,0.0,0.0,0.0,0,42,5141,164,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,78,32,0.0,MID,0.0,0,0,Riedewald
Joachim Andersen,15379,Everton,0,0,6,1,0,2023-04-22T14:00:00Z,0,0.42,0,14.8,0,0,17432,3.8,0.01,20.4,1,45,220044,165,0,True,25,90,0,0,Crystal Palace,315,0.04,0.05,2053,32,4.0,DEF,3.9,0,0,Andersen
Odsonne Edouard,13340,Everton,0,0,2,1,0,2023-04-22T14:00:00Z,0,0.42,0,0.0,0,0,20292,3.0,0.0,2.9,1,50,221768,166,0,True,2,70,0,0,Crystal Palace,315,0.0,0.0,6952,32,0.0,FWD,0.0,0,0,Edouard
Marc Guéhi,112010,Everton,0,0,6,1,0,2023-04-22T14:00:00Z,0,0.42,0,21.0,0,0,115839,5.5,0.24,14.0,1,44,362992,167,0,True,27,90,0,0,Crystal Palace,315,0.0,0.24,3829,32,2.0,DEF,3.7,0,0,Guéhi
Jean-Philippe Mateta,-74,Everton,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.0,0,1.0,0,0,1392,2.5,0.0,1.3,0,51,41227,168,0,True,1,19,0,0,Crystal Palace,315,0.0,0.0,1466,32,0.0,FWD,0.2,0,0,Mateta
Eberechi Eze,599570,Everton,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.42,0,11.0,0,0,606656,7.8,0.11,3.8,1,56,1127464,169,0,True,10,90,0,0,Crystal Palace,315,0.05,0.16,7086,32,13.0,MID,2.8,0,0,Eze
Tyrick Mitchell,22705,Everton,0,0,5,1,0,2023-04-22T14:00:00Z,0,0.42,0,11.8,0,0,24682,3.8,0.08,13.8,1,44,141388,170,0,True,19,90,0,1,Crystal Palace,315,0.09,0.17,1977,32,13.0,DEF,3.9,0,0,Mitchell
Michael Olise,53249,Everton,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.42,0,12.4,0,0,74488,5.5,0.17,33.3,1,55,429588,171,0,True,14,90,0,0,Crystal Palace,315,0.04,0.21,21239,32,15.0,MID,6.1,0,0,Olise
Jesurun Rak-Sakyi,-3,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,1089,172,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,3,32,0.0,MID,0.0,0,0,Rak-Sakyi
Malcolm Ebiowei,-322,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,42,23635,173,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,322,32,0.0,MID,0.0,0,0,Ebiowei
Nathan Ferguson,-72,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,55,0.0,0.0,0.0,0,39,18302,174,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,127,32,0.0,DEF,0.0,0,0,Ferguson
Sam Johnstone,67685,Everton,0,3,10,1,0,2023-04-22T14:00:00Z,0,0.42,0,30.0,5,0,69901,5.8,0.0,0.0,1,44,347269,175,0,True,34,90,0,0,Crystal Palace,315,0.0,0.0,2216,32,0.0,GK,3.0,0,0,Johnstone
Remi Matthews,-6,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,40,1853,495,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,6,32,0.0,GK,0.0,0,0,Matthews
Luke Plange,-65,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,27189,496,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,65,32,0.0,FWD,0.0,0,0,Plange
Cheick Doucouré,1000,Everton,0,0,3,1,0,2023-04-22T14:00:00Z,0,0.42,0,12.0,0,0,1160,3.2,0.02,1.9,1,50,12899,514,0,True,8,77,0,0,Crystal Palace,315,0.08,0.1,160,32,9.0,MID,2.3,0,0,C.Doucouré
Chris Richards,44,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,82,0.0,0.0,0.0,0,44,5865,530,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,38,32,0.0,DEF,0.0,0,0,Richards
Joseph Whitworth,-61,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,189,0.0,0.0,0.0,0,40,18672,590,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,250,32,0.0,GK,0.0,0,0,Whitworth
Kaden Rodney,-3,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,30,0.0,0.0,0.0,0,45,1966,601,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,33,32,0.0,MID,0.0,0,0,Rodney
Killian Phillips,-10,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,2797,604,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,10,32,0.0,MID,0.0,0,0,Phillips
John-Kymani Gordon,-103,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,45,9958,634,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,103,32,0.0,FWD,0.0,0,0,Gordon
Kofi Balmer,27,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,164,0.0,0.0,0.0,0,40,5982,642,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,137,32,0.0,DEF,0.0,0,0,Balmer
Owen Goodman,5,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,97,0.0,0.0,0.0,0,40,2422,644,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,92,32,0.0,GK,0.0,0,0,Goodman
Jack Wells-Morrison,4,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,22,0.0,0.0,0.0,0,45,437,654,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,18,32,0.0,MID,0.0,0,0,Wells-Morrison
David Ozoh,1,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,39,0.0,0.0,0.0,0,45,350,676,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,38,32,0.0,MID,0.0,0,0,Ozoh
Naouirou Ahamada,0,Everton,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,54,0.0,0.0,0.0,0,45,641,725,0,True,0,0,0,0,Crystal Palace,315,0.0,0.0,54,32,0.0,MID,0.0,0,0,Ahamada
Neal Maupay,-229,Crystal Palace,0,0,1,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,1534,1.0,0.0,0.0,0,57,57579,110,0,False,3,1,0,0,Everton,315,0.0,0.0,1763,32,0.0,FWD,0.0,0,0,Maupay
Asmir Begović,-536,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,336,0.0,0.0,0.0,0,39,89996,176,0,False,0,0,0,0,Everton,315,0.0,0.0,872,32,0.0,GK,0.0,0,0,Begović
Salomón Rondón,-133,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,49,38321,177,0,False,0,0,0,0,Everton,315,0.0,0.0,133,32,0.0,FWD,0.0,0,0,Rondón
Seamus Coleman,-17826,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,58,0.0,0.0,0.0,0,42,54107,178,0,False,0,0,0,0,Everton,315,0.0,0.0,17884,32,0.0,DEF,0.0,0,0,Coleman
Andros Townsend,1,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,28,0.0,0.0,0.0,0,54,715,179,0,False,0,0,0,0,Everton,315,0.0,0.0,27,32,0.0,MID,0.0,0,0,Townsend
Michael Keane,-2465,Crystal Palace,0,0,6,1,0,2023-04-22T14:00:00Z,0,0.49,0,24.8,0,0,3878,4.5,0.01,0.3,1,42,64299,180,0,False,24,90,0,0,Everton,315,0.0,0.01,6343,32,2.0,DEF,2.7,0,0,Keane
Dele Alli,-9,Crystal Palace,0,0,0,0,0,2023-04-22T14:00:00Z,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,53,11250,181,0,False,0,0,0,0,Everton,315,0.0,0.0,9,32,0.0,MID,0.0,0,0,Dele
Jordan Pickford,1213,Crystal Palace,0,0,6,1,0,2023-04-22T14:00:00Z,0,0.49,0,10.8,2,0,12989,3.5,0.0,0.0,1,44,663775,182,0,False,27,90,0,0,Everton,315,0.0,0.0,11776,32,0.0,GK,1.1,0,0,Pickford
